carat,depth,table,x,y,z,price,cut
0.71,63.4,55.0,5.61,5.69,3.58,2816,Good
0.78,61.5,59.0,5.96,5.88,3.64,2816,Premium
0.87,62.7,56.0,6.16,6.13,3.85,2816,Ideal
0.83,62.5,55.0,6.04,6.0,3.76,2816,Ideal
0.71,61.3,56.0,5.78,5.73,3.53,2817,Premium
0.71,60.2,56.0,5.84,5.89,3.53,2817,Ideal
0.71,62.7,57.0,5.66,5.64,3.54,2817,Ideal
0.71,62.3,58.0,5.69,5.65,3.53,2817,Premium
0.63,61.5,56.0,5.48,5.52,3.38,2817,Ideal
0.71,59.2,59.0,5.86,5.83,3.46,2817,Premium
0.71,61.8,59.0,5.75,5.7,3.54,2817,Premium
0.71,61.3,55.0,5.77,5.72,3.52,2817,Ideal
0.71,61.4,58.0,5.77,5.73,3.53,2817,Premium
0.9,62.8,55.0,6.2,6.16,3.88,2817,Ideal
0.71,62.8,64.0,5.6,5.54,3.5,2817,Good
0.7,62.4,61.0,5.66,5.63,3.52,2818,Premium
0.7,59.3,60.0,5.78,5.73,3.41,2818,Premium
0.7,63.0,60.0,5.64,5.6,3.54,2818,Premium
1.0,61.3,60.0,6.43,6.39,3.93,2818,Premium
0.86,59.3,62.0,6.36,6.22,3.73,2818,Premium
0.8,61.0,57.0,6.07,6.0,3.68,2818,Ideal
0.7,62.9,57.0,5.66,5.61,3.54,2818,Ideal
0.7,59.6,57.0,5.91,5.83,3.5,2818,Premium
0.7,61.8,60.0,5.69,5.64,3.5,2818,Premium
0.7,62.7,57.0,5.68,5.64,3.55,2818,Premium
1.0,65.3,62.0,6.34,6.12,4.08,2818,Fair
0.72,63.8,58.0,5.64,5.68,3.61,2819,Very Good
0.72,62.3,56.0,5.73,5.77,3.58,2819,Ideal
0.7,59.7,63.0,5.76,5.79,3.45,2819,Good
0.86,64.3,60.0,5.97,5.95,3.83,2819,Good
0.71,62.9,58.0,5.66,5.69,3.57,2820,Ideal
0.75,62.0,57.0,5.8,5.78,3.59,2821,Ideal
0.73,61.6,59.0,5.77,5.73,3.54,2821,Premium
0.53,61.9,55.0,5.2,5.21,3.22,2821,Ideal
0.73,61.3,58.0,5.83,5.76,3.55,2821,Premium
0.73,63.6,57.0,5.72,5.7,3.63,2821,Good
0.73,59.6,61.0,5.92,5.85,3.51,2821,Premium
0.73,62.2,59.0,5.77,5.68,3.56,2821,Premium
0.73,61.7,55.0,5.84,5.82,3.6,2821,Premium
0.73,63.2,58.0,5.76,5.7,3.62,2821,Very Good
0.7,60.8,60.0,5.74,5.71,3.48,2822,Premium
0.72,60.3,59.0,5.84,5.8,3.51,2822,Premium
0.72,60.9,60.0,5.8,5.76,3.52,2822,Premium
0.72,62.4,59.0,5.77,5.7,3.58,2822,Premium
0.7,60.2,60.0,5.73,5.7,3.44,2822,Premium
0.6,62.0,55.0,5.37,5.4,3.34,2822,Ideal
0.74,60.8,57.0,5.85,5.89,3.57,2822,Ideal
0.73,62.1,55.0,5.75,5.78,3.58,2822,Ideal
0.71,62.7,60.0,5.71,5.67,3.57,2822,Premium
0.71,61.3,58.0,5.75,5.73,3.52,2822,Premium
0.7,60.2,60.0,5.82,5.75,3.48,2822,Premium
0.7,60.7,56.0,5.75,5.72,3.48,2822,Ideal
0.9,64.0,61.0,6.04,6.03,3.86,2822,Good
0.71,60.2,56.0,5.86,5.83,3.52,2822,Ideal
0.7,61.5,59.0,5.73,5.68,3.51,2822,Premium
0.7,62.6,56.0,5.71,5.66,3.56,2822,Premium
0.7,59.7,58.0,5.82,5.77,3.46,2822,Ideal
0.7,61.4,64.0,5.71,5.66,3.49,2822,Good
0.7,62.5,57.0,5.62,5.59,3.51,2822,Ideal
0.7,61.8,56.0,5.73,5.63,3.51,2822,Ideal
0.7,60.7,62.0,5.72,5.68,3.46,2822,Premium
0.7,60.6,58.0,5.8,5.72,3.49,2822,Premium
0.7,61.4,54.0,5.75,5.71,3.52,2822,Ideal
0.79,62.8,59.0,5.86,5.9,3.69,2823,Very Good
0.9,63.8,57.0,6.06,6.13,3.89,2823,Good
0.71,62.3,58.0,5.71,5.66,3.54,2823,Premium
0.61,61.3,54.0,5.51,5.59,3.4,2823,Ideal
0.9,65.8,54.0,6.05,5.98,3.96,2823,Fair
0.71,60.5,56.0,5.77,5.73,3.47,2823,Ideal
0.71,61.2,59.0,5.74,5.69,3.5,2824,Premium
0.77,62.1,57.0,5.84,5.86,3.63,2824,Ideal
0.74,63.1,58.0,5.73,5.75,3.62,2824,Good
0.82,62.4,54.0,6.02,5.97,3.74,2824,Ideal
0.82,60.8,60.0,6.05,6.03,3.67,2824,Premium
0.71,62.2,59.0,5.73,5.66,3.54,2825,Premium
0.83,60.0,59.0,6.08,6.05,3.64,2825,Premium
0.73,62.0,57.0,5.75,5.8,3.58,2825,Very Good
0.83,62.5,59.0,6.02,5.95,3.74,2825,Premium
1.17,60.2,61.0,6.9,6.83,4.13,2825,Premium
0.91,61.3,67.0,6.24,6.19,3.81,2825,Fair
0.73,62.6,60.0,5.75,5.68,3.58,2826,Premium
0.7,57.2,59.0,5.94,5.88,3.38,2826,Good
0.9,62.2,59.0,6.11,6.07,3.79,2826,Premium
0.7,62.2,58.0,5.66,5.6,3.5,2826,Premium
0.7,63.3,56.0,5.6,5.58,3.54,2826,Very Good
0.7,59.4,61.0,5.78,5.74,3.42,2826,Premium
0.9,63.5,56.0,6.17,6.07,3.88,2826,Very Good
0.78,60.8,60.0,5.97,5.94,3.62,2826,Premium
0.96,60.7,55.0,6.41,6.37,3.88,2826,Ideal
0.7,62.3,59.0,5.67,5.7,3.54,2827,Very Good
0.72,64.0,54.0,5.68,5.7,3.64,2827,Good
0.79,62.6,58.0,5.96,5.9,3.71,2827,Premium
0.7,61.6,57.0,5.69,5.74,3.52,2827,Ideal
0.7,62.3,55.0,5.66,5.7,3.54,2827,Ideal
0.7,60.6,57.0,5.74,5.77,3.49,2828,Ideal
1.01,61.6,61.0,6.39,6.31,3.91,2828,Premium
0.72,62.2,58.0,5.75,5.7,3.56,2829,Premium
0.8,63.7,54.0,5.91,5.87,3.75,2829,Good
0.59,62.0,56.0,5.36,5.38,3.33,2829,Ideal
0.72,61.7,57.0,5.77,5.74,3.55,2829,Ideal
0.75,61.9,57.0,5.88,5.82,3.62,2829,Premium
0.8,60.2,57.0,6.05,6.01,3.63,2829,Premium
0.71,62.7,59.0,5.65,5.7,3.56,2830,Very Good
0.77,61.7,56.0,5.84,5.89,3.62,2830,Very Good
0.97,60.7,56.0,6.41,6.43,3.9,2830,Ideal
0.53,60.9,57.0,5.23,5.29,3.19,2830,Ideal
0.53,61.8,57.0,5.16,5.19,3.2,2830,Ideal
0.8,62.1,54.4,5.94,5.99,3.7,2830,Ideal
0.9,60.6,62.0,6.21,6.13,3.74,2830,Premium
0.76,60.8,60.0,5.89,5.98,3.61,2831,Very Good
0.72,62.3,57.0,5.7,5.76,3.57,2831,Ideal
0.75,61.4,57.0,5.82,5.87,3.59,2831,Ideal
0.72,62.1,58.0,5.73,5.76,3.57,2831,Premium
0.79,61.8,56.0,5.93,5.91,3.66,2831,Ideal
0.72,62.5,58.0,5.71,5.75,3.58,2832,Very Good
0.91,62.8,61.0,6.15,6.18,3.87,2832,Very Good
0.71,62.1,57.0,5.75,5.65,3.54,2832,Premium
0.81,63.0,60.0,5.87,5.81,3.68,2832,Premium
0.82,62.5,57.0,5.91,5.97,3.71,2832,Ideal
0.71,62.2,58.0,5.72,5.66,3.54,2832,Premium
0.9,64.3,63.0,6.05,6.01,3.88,2832,Good
0.8,62.0,58.0,5.86,5.95,3.66,2833,Very Good
0.56,61.0,59.0,5.28,5.34,3.24,2833,Very Good
0.7,59.6,61.0,5.77,5.8,3.45,2833,Very Good
0.7,61.0,57.0,5.74,5.76,3.51,2833,Ideal
0.61,61.7,55.0,5.45,5.48,3.37,2833,Ideal
0.85,62.5,57.0,6.02,6.07,3.78,2833,Ideal
0.7,60.7,57.0,5.73,5.75,3.49,2833,Ideal
0.8,62.2,56.0,5.94,5.87,3.67,2834,Ideal
0.8,62.8,57.0,5.91,5.87,3.7,2834,Ideal
0.51,59.9,58.0,5.16,5.19,3.1,2834,Very Good
0.53,61.4,57.0,5.2,5.23,3.2,2834,Ideal
0.78,61.8,55.0,5.92,5.95,3.67,2834,Ideal
0.9,63.4,54.0,6.17,6.14,3.9,2834,Very Good
0.9,65.3,59.0,6.07,6.0,3.94,2834,Fair
0.77,60.7,55.0,6.01,5.95,3.63,2834,Ideal
0.73,61.2,56.0,5.89,5.81,3.58,2835,Ideal
0.63,61.9,57.0,5.47,5.51,3.4,2835,Ideal
0.7,61.5,54.0,5.7,5.75,3.52,2835,Ideal
0.72,62.8,57.0,5.71,5.73,3.59,2835,Ideal
0.72,61.0,57.0,5.78,5.8,3.53,2835,Ideal
0.75,59.6,59.0,6.04,5.94,3.57,2835,Premium
0.82,60.7,56.0,6.04,6.06,3.67,2836,Very Good
0.71,62.8,60.0,5.6,5.65,3.53,2836,Good
0.7,62.6,59.0,5.69,5.66,3.55,2837,Premium
0.7,61.8,56.0,5.74,5.69,3.53,2837,Ideal
0.71,59.8,53.0,5.86,5.82,3.49,2838,Ideal
0.76,60.9,55.0,5.92,5.94,3.61,2838,Very Good
0.82,64.9,58.0,5.83,5.79,3.77,2838,Fair
0.72,58.8,60.0,5.91,5.89,3.47,2838,Premium
0.7,62.3,58.0,5.72,5.64,3.54,2838,Premium
0.7,61.7,58.0,5.69,5.63,3.49,2838,Premium
0.7,62.6,55.0,5.73,5.64,3.56,2838,Premium
0.7,59.4,61.0,5.83,5.79,3.45,2838,Premium
0.7,63.5,59.0,5.53,5.49,3.5,2838,Very Good
0.7,60.9,61.0,5.71,5.66,3.46,2838,Premium
0.7,59.5,58.0,5.85,5.75,3.45,2838,Premium
0.7,63.0,60.0,5.64,5.57,3.53,2838,Premium
0.74,60.0,57.0,5.85,5.89,3.52,2839,Very Good
0.71,61.5,57.0,5.74,5.71,3.52,2839,Ideal
0.7,61.6,54.0,5.75,5.72,3.53,2839,Ideal
0.71,62.1,55.0,5.82,5.68,3.57,2839,Ideal
0.71,59.1,61.0,5.84,5.81,3.44,2839,Premium
0.71,59.0,60.0,5.82,5.8,3.43,2839,Premium
0.71,60.5,58.0,5.75,5.72,3.47,2839,Premium
0.7,62.4,53.0,5.73,5.71,3.57,2839,Ideal
0.73,61.8,54.0,5.8,5.82,3.59,2839,Ideal
0.7,62.1,54.0,5.69,5.72,3.54,2839,Ideal
0.7,61.3,57.0,5.71,5.74,3.51,2839,Ideal
0.71,60.3,58.0,5.82,5.78,3.5,2839,Premium
0.71,59.2,58.0,5.87,5.82,3.46,2839,Premium
0.79,59.3,62.0,6.09,6.01,3.59,2839,Premium
0.71,62.7,59.0,5.7,5.62,3.55,2839,Premium
0.77,61.0,60.0,5.9,5.87,3.59,2840,Very Good
0.75,59.8,56.0,5.85,5.92,3.52,2840,Very Good
0.7,61.0,56.0,5.75,5.8,3.52,2840,Ideal
0.71,59.3,56.0,5.88,5.82,3.47,2840,Premium
0.92,61.9,56.0,6.27,6.2,3.86,2840,Ideal
0.83,61.4,59.0,6.08,6.04,3.72,2840,Premium
0.7,59.2,60.0,5.87,5.78,3.45,2840,Premium
0.73,60.3,59.0,5.9,5.87,3.55,2841,Premium
0.71,63.4,55.0,5.69,5.61,3.58,2841,Very Good
0.73,63.9,57.0,5.66,5.71,3.63,2841,Very Good
0.82,61.7,53.0,6.0,6.12,3.74,2841,Ideal
0.82,62.3,56.0,5.96,6.02,3.73,2841,Ideal
0.82,59.7,57.0,6.12,6.14,3.66,2841,Very Good
0.52,61.2,56.0,5.19,5.21,3.18,2841,Ideal
1.0,58.9,60.0,6.6,6.55,3.87,2841,Premium
0.95,66.7,56.0,6.16,6.03,4.06,2841,Fair
0.73,61.4,57.0,5.76,5.8,3.55,2841,Ideal
0.73,59.9,59.0,5.87,5.77,3.5,2841,Premium
0.73,61.4,58.0,5.82,5.77,3.56,2841,Premium
0.8,62.6,54.0,5.92,5.96,3.72,2842,Ideal
0.7,58.7,61.0,5.8,5.72,3.38,2842,Premium
0.7,60.2,62.0,5.71,5.75,3.45,2843,Very Good
0.7,62.7,58.0,5.65,5.67,3.55,2843,Very Good
0.71,59.4,58.0,5.76,5.82,3.44,2843,Very Good
0.81,63.2,58.0,5.91,5.92,3.74,2843,Very Good
0.71,61.5,58.0,5.73,5.79,3.54,2843,Very Good
0.73,61.3,57.0,5.81,5.84,3.57,2843,Ideal
0.73,61.8,59.0,5.73,5.79,3.56,2843,Very Good
0.72,62.0,57.0,5.71,5.74,3.55,2843,Ideal
0.81,62.1,57.0,5.91,5.95,3.68,2843,Ideal
0.71,60.7,57.0,5.81,5.78,3.52,2843,Ideal
0.73,57.7,61.0,5.92,5.96,3.43,2844,Very Good
0.7,62.0,59.0,5.65,5.68,3.51,2844,Very Good
1.01,61.5,57.0,6.45,6.46,3.97,2844,Ideal
1.01,63.1,57.0,6.35,6.39,4.02,2844,Good
0.79,62.5,57.0,5.91,5.93,3.7,2844,Ideal
0.7,61.8,59.0,5.65,5.68,3.5,2845,Very Good
0.7,58.9,60.0,5.83,5.85,3.44,2845,Very Good
0.8,63.4,60.0,5.92,5.82,3.72,2845,Good
1.27,59.3,61.0,7.12,7.05,4.2,2845,Premium
0.79,61.5,56.0,5.96,5.91,3.65,2846,Ideal
0.72,60.2,59.0,5.79,5.84,3.5,2846,Very Good
0.73,61.6,56.0,5.79,5.84,3.58,2846,Ideal
1.01,65.4,59.0,6.3,6.26,4.11,2846,Fair
1.01,64.2,61.0,6.25,6.18,3.99,2846,Good
0.73,59.1,59.0,5.92,5.95,3.51,2846,Ideal
0.7,61.6,57.0,5.71,5.76,3.53,2846,Ideal
0.7,59.1,61.0,5.76,5.84,3.43,2846,Good
0.77,62.9,59.0,5.84,5.79,3.66,2846,Premium
0.77,61.3,60.0,5.91,5.81,3.59,2846,Premium
0.77,61.4,58.0,5.94,5.89,3.63,2846,Premium
0.84,61.2,57.0,6.1,6.12,3.74,2847,Very Good
0.72,60.3,57.0,5.83,5.85,3.52,2847,Ideal
0.76,61.1,59.0,5.93,5.88,3.61,2847,Premium
0.7,62.9,59.0,5.61,5.68,3.55,2848,Very Good
0.54,61.5,55.0,5.25,5.29,3.24,2848,Ideal
0.75,64.6,57.0,5.74,5.72,3.7,2848,Fair
0.79,64.1,54.0,5.86,5.84,3.75,2849,Good
0.74,63.1,58.0,5.75,5.73,3.62,2849,Very Good
0.7,61.0,60.0,5.74,5.77,3.51,2850,Very Good
0.7,60.8,59.0,5.69,5.79,3.49,2850,Ideal
0.75,61.5,56.0,5.83,5.87,3.6,2850,Ideal
1.2,63.1,60.0,6.75,6.67,4.23,2850,Very Good
0.8,63.4,57.0,5.89,5.82,3.71,2851,Very Good
0.66,62.1,56.0,5.54,5.57,3.45,2851,Ideal
0.87,61.0,63.0,6.22,6.07,3.75,2851,Very Good
0.86,62.7,59.0,6.04,5.98,3.77,2851,Premium
0.74,61.0,57.0,5.85,5.81,3.56,2851,Ideal
0.58,60.6,59.0,5.37,5.43,3.27,2852,Very Good
0.78,61.5,57.0,5.88,5.92,3.63,2852,Ideal
0.74,61.3,55.0,5.85,5.86,3.59,2852,Ideal
0.73,62.7,55.0,5.7,5.79,3.6,2852,Ideal
0.91,63.5,57.0,6.12,6.07,3.87,2852,Very Good
0.71,62.6,58.0,5.67,5.7,3.56,2853,Premium
0.71,63.5,55.0,5.64,5.66,3.59,2853,Good
0.79,62.8,57.0,5.9,5.85,3.69,2853,Ideal
0.79,60.0,60.0,6.07,6.03,3.63,2853,Premium
0.71,62.7,58.0,5.73,5.66,3.57,2853,Premium
0.82,61.9,58.0,5.99,5.97,3.7,2853,Premium
0.78,61.9,57.1,5.87,5.95,3.66,2854,Very Good
0.7,62.4,56.0,5.64,5.7,3.54,2854,Very Good
1.12,59.1,61.0,6.78,6.75,4.0,2854,Premium
0.73,62.0,57.0,5.86,5.76,3.6,2854,Premium
0.91,64.4,62.0,6.06,6.03,3.89,2854,Fair
0.91,65.4,60.0,6.04,6.0,3.94,2854,Fair
0.91,64.2,58.0,6.12,6.09,3.92,2854,Good
0.91,65.8,58.0,6.04,6.01,3.96,2854,Fair
0.7,58.4,59.0,5.91,5.83,3.43,2854,Premium
0.68,61.7,57.0,5.67,5.64,3.49,2854,Premium
0.73,62.5,57.0,5.7,5.75,3.58,2855,Very Good
1.03,63.6,57.0,6.38,6.29,4.03,2855,Good
0.74,62.4,57.0,5.8,5.74,3.6,2855,Premium
0.98,53.3,67.0,6.82,6.74,3.61,2855,Fair
1.02,53.0,63.0,6.84,6.77,3.66,2856,Fair
1.0,67.8,61.0,5.96,5.9,4.02,2856,Fair
1.02,61.6,55.0,6.49,6.43,3.98,2856,Ideal
0.6,60.8,57.0,5.44,5.49,3.32,2856,Ideal
0.8,61.6,56.0,5.97,6.01,3.69,2856,Ideal
0.97,60.7,56.0,6.43,6.41,3.9,2856,Ideal
1.0,67.9,62.0,6.19,6.03,4.15,2856,Fair
0.26,62.3,57.0,4.05,4.08,2.53,556,Ideal
0.26,62.1,56.0,4.09,4.12,2.55,556,Ideal
0.36,61.9,55.0,4.57,4.59,2.83,556,Ideal
0.34,57.5,61.0,4.6,4.66,2.66,556,Good
0.34,63.3,57.0,4.44,4.47,2.82,556,Good
0.34,63.5,55.0,4.44,4.47,2.83,556,Good
0.34,63.4,55.0,4.44,4.46,2.82,556,Good
0.34,59.6,62.0,4.54,4.56,2.71,556,Very Good
0.34,62.2,54.0,4.47,4.5,2.79,556,Ideal
0.32,64.1,54.0,4.34,4.37,2.79,556,Good
0.31,61.6,55.0,4.36,4.41,2.7,557,Ideal
0.31,61.3,56.0,4.36,4.38,2.68,557,Ideal
0.31,62.3,54.0,4.37,4.4,2.73,557,Ideal
0.31,62.0,54.0,4.37,4.4,2.72,557,Ideal
0.31,62.7,53.0,4.33,4.35,2.72,557,Ideal
0.31,62.2,53.0,4.36,4.38,2.72,557,Ideal
0.31,62.2,53.6,4.32,4.35,2.7,557,Ideal
0.31,61.6,54.8,4.35,4.37,2.69,557,Ideal
0.31,61.8,54.2,4.33,4.37,2.69,557,Ideal
0.33,59.4,59.0,4.52,4.5,2.68,557,Premium
0.33,62.3,58.0,4.43,4.4,2.75,557,Premium
0.33,62.6,58.0,4.42,4.4,2.76,557,Premium
0.33,61.9,56.0,4.45,4.41,2.74,557,Ideal
0.33,63.0,58.0,4.42,4.4,2.78,557,Premium
0.33,62.8,58.0,4.41,4.38,2.76,557,Premium
0.33,61.5,61.0,4.46,4.39,2.72,557,Premium
0.33,62.1,55.0,4.44,4.41,2.75,557,Ideal
0.33,63.0,57.0,4.39,4.37,2.76,557,Ideal
0.33,63.6,53.0,4.43,4.4,2.81,557,Good
0.33,60.4,59.0,4.54,4.5,2.73,557,Premium
1.0,66.1,56.0,6.21,5.97,4.04,2856,Fair
0.77,60.8,59.0,5.92,5.86,3.58,2856,Premium
0.77,61.0,58.0,5.94,5.9,3.61,2856,Premium
0.7,60.1,63.0,5.68,5.71,3.42,2857,Good
0.9,63.1,58.0,6.08,6.02,3.82,2857,Very Good
0.72,62.3,57.0,5.76,5.7,3.57,2857,Ideal
0.9,61.9,59.0,6.2,6.14,3.82,2857,Premium
0.72,62.1,58.0,5.76,5.73,3.57,2857,Premium
0.7,62.1,56.0,5.63,5.71,3.52,2858,Ideal
0.81,61.3,57.0,6.02,6.05,3.7,2858,Very Good
0.81,61.7,57.0,6.0,6.05,3.72,2858,Very Good
0.71,61.0,60.0,5.76,5.69,3.49,2858,Premium
0.7,61.4,59.0,5.73,5.7,3.51,2858,Premium
0.71,61.5,60.0,5.76,5.68,3.52,2858,Premium
0.71,63.5,59.0,5.68,5.59,3.58,2858,Very Good
0.92,62.9,58.0,6.22,6.18,3.9,2858,Premium
0.76,62.7,54.0,5.88,5.83,3.67,2858,Ideal
0.73,61.5,56.0,5.84,5.8,3.58,2858,Ideal
0.71,60.4,62.0,5.74,5.72,3.46,2858,Premium
0.7,63.6,62.0,5.61,5.58,3.56,2858,Good
0.9,64.5,56.0,6.06,6.0,3.89,2858,Fair
0.71,56.9,65.0,5.89,5.84,3.34,2858,Fair
0.7,61.0,57.0,5.76,5.74,3.51,2859,Ideal
0.7,62.4,56.0,5.72,5.66,3.55,2859,Premium
0.77,60.9,60.0,5.91,5.88,3.59,2859,Premium
0.71,61.5,56.0,5.74,5.78,3.54,2859,Ideal
0.7,59.6,61.0,5.8,5.77,3.45,2859,Premium
0.75,55.8,70.0,6.09,5.98,3.37,2859,Fair
0.83,59.2,60.0,6.17,6.12,3.64,2859,Premium
0.71,61.3,61.0,5.68,5.73,3.5,2860,Very Good
0.9,63.6,58.0,6.07,6.1,3.87,2860,Very Good
0.6,61.9,54.9,5.41,5.44,3.35,2860,Ideal
0.71,62.9,57.0,5.66,5.6,3.54,2860,Premium
0.53,61.4,57.0,5.23,5.2,3.2,2860,Ideal
0.71,60.7,58.0,5.95,5.78,3.56,2861,Premium
0.62,61.6,56.0,5.45,5.48,3.37,2861,Ideal
0.62,61.6,56.0,5.48,5.51,3.38,2861,Ideal
0.9,63.0,58.0,6.09,6.01,3.81,2861,Premium
0.62,60.1,61.0,5.53,5.56,3.33,2861,Fair
0.82,61.7,59.0,6.01,5.98,3.7,2861,Premium
0.66,61.0,58.0,5.67,5.57,3.43,2861,Premium
0.7,62.5,55.0,5.67,5.72,3.56,2862,Very Good
0.8,62.6,58.0,5.9,5.92,3.7,2862,Very Good
0.8,62.5,59.0,5.88,5.92,3.69,2862,Very Good
0.79,62.3,54.0,5.97,5.91,3.7,2862,Premium
0.71,63.2,60.0,5.65,5.61,3.56,2862,Very Good
0.7,61.1,57.0,5.71,5.74,3.5,2862,Ideal
0.7,58.7,63.0,5.73,5.69,3.35,2862,Very Good
0.79,60.0,60.0,6.07,5.99,3.64,2862,Premium
0.7,59.5,59.0,5.82,5.77,3.45,2862,Premium
1.22,60.9,57.0,6.93,6.88,4.21,2862,Premium
1.01,67.6,57.0,6.21,6.11,4.18,2862,Fair
0.73,62.5,61.0,5.78,5.64,3.59,2862,Premium
0.91,64.3,58.0,6.05,6.09,3.9,2863,Good
0.71,60.8,56.0,5.8,5.77,3.52,2863,Ideal
0.83,62.3,58.0,6.01,5.97,3.73,2863,Premium
0.84,62.3,59.0,6.06,6.01,3.76,2863,Premium
0.71,61.0,61.0,5.82,5.75,3.53,2863,Premium
0.71,59.7,59.0,5.82,5.8,3.47,2863,Premium
0.71,61.7,56.0,5.8,5.68,3.54,2863,Premium
0.71,61.7,57.0,5.75,5.7,3.53,2863,Ideal
0.71,61.4,58.0,5.79,5.75,3.54,2863,Premium
0.71,60.6,58.0,5.79,5.77,3.5,2863,Premium
0.91,59.5,62.0,6.4,6.18,3.74,2863,Premium
0.9,59.8,62.0,6.24,6.21,3.72,2863,Premium
0.71,61.5,62.0,5.74,5.68,3.51,2863,Premium
0.71,59.1,61.0,5.84,5.8,3.44,2863,Premium
0.72,59.5,57.0,5.91,5.86,3.5,2863,Ideal
0.72,60.9,60.0,5.78,5.74,3.51,2863,Premium
0.71,61.0,55.0,5.79,5.75,3.52,2863,Ideal
0.81,60.3,57.0,6.07,6.04,3.65,2864,Ideal
0.83,61.6,58.0,6.05,6.07,3.73,2865,Very Good
0.73,60.8,55.0,5.87,5.81,3.55,2865,Premium
0.56,62.0,56.0,5.25,5.3,3.27,2866,Very Good
0.56,61.8,55.0,5.27,5.31,3.27,2866,Very Good
0.71,62.2,55.0,5.74,5.7,3.56,2866,Ideal
0.7,62.3,58.0,5.66,5.7,3.54,2866,Ideal
0.96,61.3,58.0,6.39,6.3,3.89,2866,Premium
0.71,62.9,57.0,5.67,5.69,3.57,2867,Very Good
0.7,62.4,57.0,5.68,5.61,3.52,2867,Ideal
0.71,60.4,57.0,5.78,5.81,3.5,2867,Ideal
0.8,61.2,53.0,6.05,5.98,3.68,2867,Premium
0.95,58.4,57.0,6.49,6.41,3.77,2867,Premium
0.82,62.3,56.0,5.99,5.95,3.72,2867,Ideal
0.52,61.2,56.0,5.21,5.19,3.18,2867,Ideal
0.82,61.7,53.0,6.12,6.0,3.74,2867,Ideal
0.82,62.3,56.0,6.02,5.96,3.73,2867,Ideal
0.82,59.7,57.0,6.14,6.12,3.66,2867,Premium
0.8,61.3,57.0,5.96,5.91,3.64,2867,Ideal
0.96,68.2,61.0,6.07,5.88,4.1,2867,Fair
0.72,62.4,55.0,5.72,5.75,3.58,2868,Ideal
0.62,60.5,57.0,5.52,5.56,3.35,2868,Ideal
0.79,61.0,58.0,5.96,5.9,3.62,2868,Premium
0.75,63.1,56.0,5.78,5.7,3.62,2868,Very Good
1.08,61.9,60.0,6.55,6.48,4.03,2869,Premium
0.72,60.8,55.0,5.77,5.84,3.53,2869,Ideal
0.62,61.8,56.0,5.43,5.47,3.37,2869,Ideal
0.73,61.3,57.0,5.84,5.81,3.57,2869,Ideal
0.72,60.9,57.0,5.79,5.77,3.52,2869,Ideal
0.52,61.8,60.0,5.16,5.13,3.18,2870,Premium
0.83,62.2,57.0,6.0,6.05,3.75,2870,Ideal
0.64,62.1,58.0,5.56,5.51,3.44,2870,Premium
0.8,62.5,57.0,5.94,5.9,3.7,2870,Ideal
0.74,62.1,56.0,5.77,5.83,3.6,2870,Ideal
0.72,61.5,56.0,5.72,5.79,3.54,2870,Ideal
0.82,59.5,57.0,6.12,6.09,3.63,2870,Ideal
0.73,61.3,59.0,5.81,5.78,3.55,2870,Premium
1.04,61.6,61.0,6.47,6.45,3.98,2870,Premium
0.73,61.3,58.0,5.76,5.83,3.55,2871,Very Good
0.73,63.6,57.0,5.7,5.72,3.63,2871,Good
0.9,62.8,59.0,6.13,6.03,3.82,2871,Premium
0.75,61.8,55.0,5.83,5.85,3.61,2871,Ideal
0.79,62.6,55.0,5.91,5.95,3.71,2871,Ideal
0.7,62.5,56.7,5.59,5.62,3.51,2872,Good
0.75,60.7,55.0,5.87,5.92,3.58,2872,Very Good
1.02,61.7,56.0,6.44,6.49,3.99,2872,Ideal
0.7,59.0,62.0,5.79,5.81,3.42,2872,Very Good
0.7,61.8,56.0,5.63,5.73,3.51,2872,Ideal
0.7,61.4,64.0,5.66,5.71,3.49,2872,Good
0.7,61.4,54.0,5.71,5.75,3.52,2872,Ideal
0.7,60.7,56.0,5.72,5.75,3.48,2872,Ideal
0.7,60.2,60.0,5.75,5.82,3.48,2872,Very Good
0.72,58.3,57.0,5.89,5.94,3.45,2872,Very Good
0.74,62.3,58.0,5.74,5.78,3.59,2872,Ideal
0.84,65.1,55.0,5.88,5.97,3.86,2872,Good
0.76,62.0,58.0,5.8,5.86,3.62,2873,Very Good
0.77,63.2,58.0,5.8,5.84,3.68,2873,Very Good
0.76,62.8,56.0,5.78,5.82,3.64,2873,Ideal
1.0,61.7,56.0,6.45,6.41,3.97,2873,Ideal
1.0,65.5,62.0,6.14,6.07,4.0,2873,Fair
0.9,65.7,58.0,6.03,6.0,3.95,2873,Fair
0.9,61.8,58.0,6.16,6.13,3.8,2873,Premium
0.9,64.0,61.0,6.0,5.96,3.83,2873,Good
0.9,65.3,61.0,5.98,5.94,3.89,2873,Fair
0.9,65.8,56.0,6.01,5.96,3.94,2873,Fair
0.9,60.9,61.0,6.26,6.22,3.8,2873,Premium
0.78,62.6,58.0,5.91,5.82,3.67,2874,Premium
0.71,61.2,59.0,5.69,5.74,3.5,2874,Premium
0.7,59.0,59.0,5.79,5.77,3.41,2874,Premium
0.7,60.8,62.0,5.71,5.67,3.46,2874,Premium
0.7,61.8,58.0,5.67,5.63,3.49,2874,Premium
0.7,61.0,55.0,5.77,5.73,3.51,2874,Ideal
